year,idx,day_key,split,image_path,mask_path,x0,y0,x1,y1,valid_ratio,storm_ratio_valid,storm_pixels,positive_patch
MY28,12,P01_day14,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P01_day14.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P01_day14_mask_class.png,1670,334,2358,1002,1.0,0.0494099011279766,22708,True
MY28,12,P01_day14,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P01_day14.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P01_day14_mask_class.png,2004,334,2692,1002,1.0,0.0494099011279766,22708,True
MY28,12,P01_day14,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P01_day14.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P01_day14_mask_class.png,2338,334,3026,1002,1.0,0.0,0,False
MY28,12,P01_day14,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P01_day14.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P01_day14_mask_class.png,2672,334,3360,1002,0.9836112658404124,0.0,0,False
MY28,12,P01_day14,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P01_day14.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P01_day14_mask_class.png,0,668,688,1336,0.999064371257485,0.0220732041972845,10135,True
MY28,12,P01_day14,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P01_day14.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P01_day14_mask_class.png,334,668,1022,1336,0.9988968284361508,0.0,0,False
MY28,12,P01_day14,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P01_day14.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P01_day14_mask_class.png,668,668,1356,1336,0.9992384417212088,0.0,0,False
MY28,12,P01_day14,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P01_day14.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P01_day14_mask_class.png,1002,668,1690,1336,0.9993776980921876,0.0,0,False
MY28,12,P01_day14,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P01_day14.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P01_day14_mask_class.png,1336,668,2024,1336,0.9982070742236456,0.0074744964687418,3429,True
MY28,12,P01_day14,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P01_day14.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P01_day14_mask_class.png,1670,668,2358,1336,0.9921385426820776,0.0705571187641319,32172,True
MY28,12,P01_day14,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P01_day14.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P01_day14_mask_class.png,2004,668,2692,1336,0.9921929397019914,0.1047465328643233,47764,True
MY28,12,P01_day14,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P01_day14.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P01_day14_mask_class.png,2338,668,3026,1336,0.9991905723436848,0.0530452165884166,24359,True
MY28,12,P01_day14,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P01_day14.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P01_day14_mask_class.png,2672,668,3360,1336,0.9811808069906698,0.0179538070897135,8096,True
MY28,18,P01_day20,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P01_day20.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P01_day20_mask_class.png,0,0,688,668,0.9532272663974376,0.0,0,False
MY28,18,P01_day20,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P01_day20.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P01_day20_mask_class.png,334,0,1022,668,0.904426611892494,0.0,0,False
MY28,18,P01_day20,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P01_day20.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P01_day20_mask_class.png,668,0,1356,668,0.9385966439214594,0.0,0,False
MY28,18,P01_day20,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P01_day20.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P01_day20_mask_class.png,1002,0,1690,668,1.0,0.0,0,False
MY28,18,P01_day20,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P01_day20.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P01_day20_mask_class.png,1336,0,2024,668,0.9999543065032724,0.0,0,False
MY28,18,P01_day20,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P01_day20.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P01_day20_mask_class.png,1670,0,2358,668,0.9999543065032724,0.0,0,False
MY28,18,P01_day20,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P01_day20.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P01_day20_mask_class.png,2004,0,2692,668,1.0,0.0,0,False
MY28,18,P01_day20,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P01_day20.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P01_day20_mask_class.png,2338,0,3026,668,1.0,0.0,0,False
MY28,18,P01_day20,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P01_day20.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P01_day20_mask_class.png,2672,0,3360,668,1.0,0.0,0,False
MY28,18,P01_day20,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P01_day20.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P01_day20_mask_class.png,0,334,688,1002,0.8947591735134383,0.0,0,False
MY28,18,P01_day20,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P01_day20.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P01_day20_mask_class.png,334,334,1022,1002,0.7198205333519009,0.0,0,False
MY28,18,P01_day20,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P01_day20.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P01_day20_mask_class.png,668,334,1356,1002,0.7979237745439354,0.003414114034681,1252,True
MY28,18,P01_day20,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P01_day20.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P01_day20_mask_class.png,1002,334,1690,1002,1.0,0.0027242027572761,1252,True
MY28,18,P01_day20,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P01_day20.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P01_day20_mask_class.png,1336,334,2024,1002,0.9746727475281994,0.0,0,False
MY28,18,P01_day20,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P01_day20.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P01_day20_mask_class.png,1670,334,2358,1002,0.9746727475281994,0.0,0,False
MY28,18,P01_day20,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P01_day20.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P01_day20_mask_class.png,2004,334,2692,1002,1.0,0.0,0,False
MY28,18,P01_day20,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P01_day20.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P01_day20_mask_class.png,2338,334,3026,1002,1.0,0.0,0,False
MY28,18,P01_day20,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P01_day20.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P01_day20_mask_class.png,2672,334,3360,1002,1.0,0.0,0,False
MY28,18,P01_day20,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P01_day20.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P01_day20_mask_class.png,0,668,688,1336,0.9168987606182984,0.0,0,False
MY28,18,P01_day20,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P01_day20.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P01_day20_mask_class.png,334,668,1022,1336,0.6407229146358446,0.0557891233622897,16428,True
MY28,18,P01_day20,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P01_day20.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P01_day20_mask_class.png,668,668,1356,1336,0.6964624530009748,0.1282823517650109,41061,True
MY28,18,P01_day20,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P01_day20.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P01_day20_mask_class.png,1002,668,1690,1336,1.0,0.0645126897368054,29649,True
MY28,18,P01_day20,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P01_day20.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P01_day20_mask_class.png,1336,668,2024,1336,0.9593980643364434,0.0,0,False
MY28,18,P01_day20,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P01_day20.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P01_day20_mask_class.png,1670,668,2358,1336,0.9593980643364434,0.0,0,False
MY28,18,P01_day20,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P01_day20.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P01_day20_mask_class.png,2004,668,2692,1336,1.0,0.0367179884417212,16875,True
MY28,18,P01_day20,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P01_day20.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P01_day20_mask_class.png,2338,668,3026,1336,1.0,0.0612314614956134,28141,True
MY28,18,P01_day20,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P01_day20.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P01_day20_mask_class.png,2672,668,3360,1336,1.0,0.0307016780392702,14110,True
MY28,19,P01_day21,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P01_day21.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P01_day21_mask_class.png,0,0,688,668,1.0,0.0,0,False
MY28,19,P01_day21,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P01_day21.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P01_day21_mask_class.png,334,0,1022,668,1.0,0.0,0,False
MY28,19,P01_day21,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P01_day21.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P01_day21_mask_class.png,668,0,1356,668,1.0,0.0,0,False
MY28,19,P01_day21,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P01_day21.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P01_day21_mask_class.png,1002,0,1690,668,1.0,0.0,0,False
MY28,19,P01_day21,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P01_day21.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P01_day21_mask_class.png,1336,0,2024,668,0.999952130622476,0.0,0,False
MY28,19,P01_day21,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P01_day21.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P01_day21_mask_class.png,1670,0,2358,668,0.999952130622476,0.0,0,False
MY28,19,P01_day21,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P01_day21.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P01_day21_mask_class.png,2004,0,2692,668,0.999952130622476,0.0,0,False
MY28,19,P01_day21,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P01_day21.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P01_day21_mask_class.png,2338,0,3026,668,1.0,0.0,0,False
MY28,19,P01_day21,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P01_day21.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P01_day21_mask_class.png,2672,0,3360,668,1.0,0.0,0,False
MY28,19,P01_day21,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P01_day21.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P01_day21_mask_class.png,0,334,688,1002,0.9939184131736528,0.0,0,False
MY28,19,P01_day21,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P01_day21.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P01_day21_mask_class.png,334,334,1022,1002,0.9948148760618298,0.0,0,False
MY28,19,P01_day21,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P01_day21.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P01_day21_mask_class.png,668,334,1356,1002,0.9878694645592536,0.0,0,False
MY28,19,P01_day21,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P01_day21.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P01_day21_mask_class.png,1002,334,1690,1002,0.9878694645592536,0.0,0,False
MY28,19,P01_day21,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P01_day21.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P01_day21_mask_class.png,1336,334,2024,1002,0.9982984612171006,0.0,0,False
MY28,19,P01_day21,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P01_day21.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P01_day21_mask_class.png,1670,334,2358,1002,0.9742897925080072,0.0,0,False
MY28,19,P01_day21,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P01_day21.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P01_day21_mask_class.png,2004,334,2692,1002,0.9742897925080072,0.0,0,False
MY28,19,P01_day21,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P01_day21.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P01_day21_mask_class.png,2338,334,3026,1002,1.0,0.0,0,False
MY28,19,P01_day21,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P01_day21.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P01_day21_mask_class.png,2672,334,3360,1002,1.0,0.0,0,False
MY28,19,P01_day21,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P01_day21.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P01_day21_mask_class.png,0,668,688,1336,0.9937117044979809,0.0,0,False
MY28,19,P01_day21,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P01_day21.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P01_day21_mask_class.png,334,668,1022,1336,0.9948148760618298,0.0,0,False
MY28,19,P01_day21,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P01_day21.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P01_day21_mask_class.png,668,668,1356,1336,0.9626727649352458,0.0,0,False
MY28,19,P01_day21,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P01_day21.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P01_day21_mask_class.png,1002,668,1690,1336,0.9626727649352458,0.0,0,False
MY28,19,P01_day21,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P01_day21.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P01_day21_mask_class.png,1336,668,2024,1336,0.9983463305946249,0.0,0,False
MY28,19,P01_day21,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P01_day21.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P01_day21_mask_class.png,1670,668,2358,1336,0.9582709580838324,0.0,0,False
MY28,19,P01_day21,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P01_day21.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P01_day21_mask_class.png,2004,668,2692,1336,0.9582709580838324,0.0370771515374449,16329,True
MY28,19,P01_day21,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P01_day21.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P01_day21_mask_class.png,2338,668,3026,1336,1.0,0.0434675706726082,19977,True
MY28,19,P01_day21,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P01_day21.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P01_day21_mask_class.png,2672,668,3360,1336,1.0,0.0147959894165158,6800,True
MY28,24,P02_day01,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P02_day01.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P02_day01_mask_class.png,0,0,688,668,0.9963184096922434,0.0,0,False
MY28,24,P02_day01,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P02_day01.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P02_day01_mask_class.png,334,0,1022,668,0.9967579376131458,0.0,0,False
MY28,24,P02_day01,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P02_day01.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P02_day01_mask_class.png,668,0,1356,668,1.0,0.0,0,False
MY28,24,P02_day01,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P02_day01.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P02_day01_mask_class.png,1002,0,1690,668,0.9996540349533491,0.0,0,False
MY28,24,P02_day01,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P02_day01.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P02_day01_mask_class.png,1336,0,2024,668,0.9984573005152486,0.0,0,False
MY28,24,P02_day01,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P02_day01.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P02_day01_mask_class.png,1670,0,2358,668,0.998033003759922,0.0,0,False
MY28,24,P02_day01,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P02_day01.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P02_day01_mask_class.png,2004,0,2692,668,0.998502994011976,0.0,0,False
MY28,24,P02_day01,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P02_day01.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P02_day01_mask_class.png,2338,0,3026,668,0.998502994011976,0.0,0,False
MY28,24,P02_day01,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P02_day01.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P02_day01_mask_class.png,2672,0,3360,668,0.998502994011976,0.0,0,False
MY28,24,P02_day01,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\images\P02_day01.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MY28\selected_top100\masks\P02_day01_mask_class.png,0,334,688,1002,0.9692656837487816,0.0,0,False
