year,image_id,day_key,image_path,mask_path,source_index
MY28,MY28_P04_day18,P04_day18,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P04_day18.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P04_day18_mask_class.png,17
MY28,MY28_P05_day09,P05_day09,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P05_day09.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P05_day09_mask_class.png,18
MY28,MY28_P05_day10,P05_day10,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P05_day10.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P05_day10_mask_class.png,19
MY28,MY28_P08_day28,P08_day28,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P08_day28.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P08_day28_mask_class.png,20
MY28,MY28_P02_day28,P02_day28,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P02_day28.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P02_day28_mask_class.png,21
MY28,MY28_P12_day28,P12_day28,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P12_day28.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P12_day28_mask_class.png,22
MY28,MY28_P02_day31,P02_day31,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P02_day31.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P02_day31_mask_class.png,23
MY28,MY28_P05_day26,P05_day26,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P05_day26.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P05_day26_mask_class.png,24
MY28,MY28_P02_day08,P02_day08,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P02_day08.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P02_day08_mask_class.png,25
MY28,MY28_P04_day17,P04_day17,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P04_day17.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P04_day17_mask_class.png,26
MY28,MY28_P02_day22,P02_day22,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P02_day22.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P02_day22_mask_class.png,27
MY28,MY28_P02_day23,P02_day23,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P02_day23.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P02_day23_mask_class.png,28
MY28,MY28_P02_day05,P02_day05,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P02_day05.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P02_day05_mask_class.png,29
MY28,MY28_P10_day01,P10_day01,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P10_day01.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P10_day01_mask_class.png,30
MY28,MY28_P12_day33,P12_day33,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P12_day33.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P12_day33_mask_class.png,31
MY28,MY28_P02_day30,P02_day30,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P02_day30.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P02_day30_mask_class.png,32
MY28,MY28_P03_day13,P03_day13,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P03_day13.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P03_day13_mask_class.png,33
MY28,MY28_P13_day20,P13_day20,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P13_day20.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P13_day20_mask_class.png,34
MY28,MY28_P02_day07,P02_day07,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P02_day07.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P02_day07_mask_class.png,35
MY28,MY28_P02_day25,P02_day25,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P02_day25.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P02_day25_mask_class.png,36
MY28,MY28_P02_day29,P02_day29,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P02_day29.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P02_day29_mask_class.png,37
MY28,MY28_P06_day11,P06_day11,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P06_day11.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P06_day11_mask_class.png,38
MY28,MY28_P13_day21,P13_day21,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P13_day21.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P13_day21_mask_class.png,39
MY28,MY28_P06_day25,P06_day25,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P06_day25.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P06_day25_mask_class.png,40
MY28,MY28_P07_day05,P07_day05,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P07_day05.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P07_day05_mask_class.png,41
MY28,MY28_P01_day20,P01_day20,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P01_day20.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P01_day20_mask_class.png,42
MY28,MY28_P06_day14,P06_day14,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P06_day14.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P06_day14_mask_class.png,43
MY28,MY28_P12_day17,P12_day17,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P12_day17.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P12_day17_mask_class.png,44
MY28,MY28_P12_day30,P12_day30,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P12_day30.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P12_day30_mask_class.png,45
MY28,MY28_P05_day07,P05_day07,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P05_day07.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P05_day07_mask_class.png,46
MY28,MY28_P07_day20,P07_day20,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P07_day20.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P07_day20_mask_class.png,47
MY28,MY28_P08_day14,P08_day14,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P08_day14.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P08_day14_mask_class.png,48
MY28,MY28_P07_day02,P07_day02,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P07_day02.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P07_day02_mask_class.png,49
MY28,MY28_P07_day30,P07_day30,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P07_day30.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P07_day30_mask_class.png,50
MY28,MY28_P01_day14,P01_day14,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P01_day14.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P01_day14_mask_class.png,51
MY28,MY28_P03_day09,P03_day09,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P03_day09.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P03_day09_mask_class.png,52
MY28,MY28_P06_day08,P06_day08,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P06_day08.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P06_day08_mask_class.png,53
MY28,MY28_P12_day32,P12_day32,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P12_day32.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P12_day32_mask_class.png,54
MY28,MY28_P12_day21,P12_day21,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P12_day21.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P12_day21_mask_class.png,55
MY28,MY28_P02_day04,P02_day04,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P02_day04.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P02_day04_mask_class.png,56
MY28,MY28_P10_day03,P10_day03,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P10_day03.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P10_day03_mask_class.png,57
MY28,MY28_P06_day27,P06_day27,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P06_day27.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P06_day27_mask_class.png,58
MY28,MY28_P07_day32,P07_day32,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P07_day32.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P07_day32_mask_class.png,59
MY28,MY28_P05_day25,P05_day25,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P05_day25.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P05_day25_mask_class.png,60
MY28,MY28_P10_day02,P10_day02,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P10_day02.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P10_day02_mask_class.png,61
MY28,MY28_P13_day19,P13_day19,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P13_day19.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P13_day19_mask_class.png,62
MY28,MY28_P08_day15,P08_day15,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P08_day15.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P08_day15_mask_class.png,63
MY28,MY28_P12_day24,P12_day24,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P12_day24.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P12_day24_mask_class.png,64
MY28,MY28_P13_day24,P13_day24,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P13_day24.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P13_day24_mask_class.png,65
MY28,MY28_P13_day23,P13_day23,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P13_day23.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P13_day23_mask_class.png,66
MY28,MY28_P12_day19,P12_day19,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P12_day19.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P12_day19_mask_class.png,67
MY28,MY28_P02_day03,P02_day03,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P02_day03.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P02_day03_mask_class.png,68
MY28,MY28_P13_day26,P13_day26,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P13_day26.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P13_day26_mask_class.png,69
MY28,MY28_P06_day19,P06_day19,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P06_day19.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P06_day19_mask_class.png,70
MY28,MY28_P08_day21,P08_day21,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P08_day21.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P08_day21_mask_class.png,71
MY28,MY28_P12_day31,P12_day31,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P12_day31.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P12_day31_mask_class.png,72
MY28,MY28_P13_day07,P13_day07,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P13_day07.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P13_day07_mask_class.png,73
MY28,MY28_P08_day16,P08_day16,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P08_day16.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P08_day16_mask_class.png,74
MY28,MY28_P08_day19,P08_day19,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P08_day19.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P08_day19_mask_class.png,75
MY28,MY28_P07_day27,P07_day27,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P07_day27.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P07_day27_mask_class.png,76
MY28,MY28_P07_day16,P07_day16,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P07_day16.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P07_day16_mask_class.png,77
MY28,MY28_P08_day20,P08_day20,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P08_day20.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P08_day20_mask_class.png,78
MY28,MY28_P08_day18,P08_day18,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P08_day18.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P08_day18_mask_class.png,79
MY28,MY28_P10_day04,P10_day04,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P10_day04.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P10_day04_mask_class.png,80
MY28,MY28_P12_day22,P12_day22,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P12_day22.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P12_day22_mask_class.png,81
MY28,MY28_P04_day26,P04_day26,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P04_day26.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P04_day26_mask_class.png,82
MY28,MY28_P12_day23,P12_day23,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P12_day23.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P12_day23_mask_class.png,83
MY28,MY28_P08_day24,P08_day24,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P08_day24.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P08_day24_mask_class.png,84
MY28,MY28_P08_day06,P08_day06,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P08_day06.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P08_day06_mask_class.png,85
MY28,MY28_P07_day24,P07_day24,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P07_day24.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P07_day24_mask_class.png,86
MY28,MY28_P06_day28,P06_day28,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P06_day28.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P06_day28_mask_class.png,87
MY28,MY28_P02_day01,P02_day01,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P02_day01.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P02_day01_mask_class.png,88
MY28,MY28_P08_day05,P08_day05,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P08_day05.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P08_day05_mask_class.png,89
MY28,MY28_P01_day21,P01_day21,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P01_day21.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P01_day21_mask_class.png,90
MY28,MY28_P08_day09,P08_day09,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P08_day09.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P08_day09_mask_class.png,91
MY28,MY28_P13_day22,P13_day22,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P13_day22.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P13_day22_mask_class.png,92
MY28,MY28_P04_day28,P04_day28,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P04_day28.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P04_day28_mask_class.png,93
MY28,MY28_P06_day06,P06_day06,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P06_day06.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P06_day06_mask_class.png,94
MY28,MY28_P12_day20,P12_day20,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P12_day20.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P12_day20_mask_class.png,95
MY28,MY28_P06_day16,P06_day16,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P06_day16.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P06_day16_mask_class.png,96
MY28,MY28_P08_day22,P08_day22,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P08_day22.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P08_day22_mask_class.png,97
MY28,MY28_P13_day27,P13_day27,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P13_day27.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P13_day27_mask_class.png,98
MY28,MY28_P06_day32,P06_day32,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P06_day32.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P06_day32_mask_class.png,99
MY31,MY31_D12_day12,D12_day12,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D12_day12.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D12_day12_mask_class.png,0
MY31,MY31_D12_day08,D12_day08,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D12_day08.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D12_day08_mask_class.png,1
MY31,MY31_D14_day18,D14_day18,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D14_day18.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D14_day18_mask_class.png,2
MY31,MY31_D04_day24,D04_day24,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D04_day24.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D04_day24_mask_class.png,3
MY31,MY31_D12_day16,D12_day16,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D12_day16.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D12_day16_mask_class.png,4
MY31,MY31_D11_day28,D11_day28,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D11_day28.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D11_day28_mask_class.png,5
MY31,MY31_D06_day28,D06_day28,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D06_day28.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D06_day28_mask_class.png,6
MY31,MY31_D12_day18,D12_day18,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D12_day18.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D12_day18_mask_class.png,7
MY31,MY31_D11_day30,D11_day30,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D11_day30.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D11_day30_mask_class.png,8
